           0  -4.6534532421874246     
           1  -4.3048018749996118     
           2  -3.9760923046874268     
           3  -3.6665581250008472     
           4  -3.3754469921873351     
           5  -3.1020206249995681     
           6  -2.8455548046877084     
           7  -2.6053393750003124     
           8  -2.3806782421870594     
           9  -2.1708893749996605     
          10  -1.9753048046882213     
          11  -1.7932706249994226     
          12  -1.6241469921869793     
          13  -1.4673081250011819     
          14  -1.3221423046875316     
          15  -1.1880518749990188     
          16  -1.0644532421879376     
          17 -0.95077687499997410     
          18 -0.84646730468739406     
          19 -0.75098312500040265     
          20 -0.66379699218759924     
          21 -0.58439562500007014     
          22 -0.51227980468684109     
          23 -0.44696437499987951     
          24 -0.38797824218772803     
          25 -0.33486437500005195     
          26 -0.28717980468763926     
          27 -0.24449562500012689     
          28 -0.20639699218736496     
          29 -0.17248312499987151     
          30 -0.14236730468746828     
          31 -0.11567687500019019     
          32  -9.2053242188285367E-002
          33  -7.1151874999486608E-002
          34  -5.2642304687196884E-002
          35  -3.6208125000030122E-002
          36  -2.1546992186813441E-002
          37  -8.3706249997703708E-003
          38   3.5951953123003477E-003
          39   1.4610624999477295E-002
          40   2.4921757811625866E-002
          41   3.4760625000672007E-002
          42   4.4345195313781005E-002
          43   5.3879374998814455E-002
          44   6.3553007812060969E-002
          45   7.3541875000046275E-002
          46   8.4007695313175645E-002
          47   9.5098125000731670E-002
          48  0.10694675781178375     
          49  0.11967312499973559     
          50  0.13338269531186597     
          51  0.14816687499933323     
          52  0.16410300781262777     
          53  0.18125437500066255     
          54  0.19967019531304686     
          55  0.21938562500008629     
          56  0.24042175781187325     
          57  0.26278562500010594     
          58  0.28647019531263140     
          59  0.31145437499981199     
          60  0.33770300781179685     
          61  0.36516687500034095     
          62  0.39378269531380283     
          63  0.42347312499987311     
          64  0.45414675781239566     
          65  0.48569812499999898     
          66  0.51800769531291735     
          67  0.55094187499980762     
          68  0.58435300781229671     
          69  0.61807937499997934     
          70  0.65194519531223705     
          71  0.68576062500005719     
          72  0.71932175781239494     
          73  0.75241062499981126     
          74  0.78479519531265396     
          75  0.81622937500014814     
          76  0.84645300781221522     
          77  0.87519187499992768     
          78  0.90215769531323531     
          79  0.92704812500005573     
          80  0.94954675781173137     
          81  0.96932312500030093     
          82  0.98603269531304250     
          83  0.99931687500020416     
          84   1.0088030078118209     
          85   1.0141043749995333     
          86   1.0148201953134048     
          87   1.0105356250005570     
          88   1.0008217578110816     
          89  0.98523562499940454     
          90  0.96332019531382684     
          91  0.93460437500016269     
          92  0.89860300781174374     
          93  0.85481687500032422     
          94  0.80273269531289770     
          95  0.74182312499942782     
          96  0.67154675781239348     
          97  0.59134812499996769     
          98  0.50065769531238402     
          99  0.39889187500011758     
         100  0.28545300781297556     
