   1.00000000       8.22770023      -8.51350307    
   1.10000002       7.24280024      -11.1845016    
   1.20000005       5.99079990      -13.5840006    
   1.29999995       4.52600002      -15.3929996    
   1.39999998       2.91219997      -16.8830013    
